,종목코드,순위
1575,A194480,1899
1576,A194700,1733
1577,A195500,124
1578,A195870,295
1579,A195990,132
1580,A196170,994
1581,A196300,1207
1582,A196450,726
1583,A196490,1037
1584,A197140,387
1585,A198440,1026
1586,A199800,1303
1587,A199820,528
1588,A200130,1510
1589,A200230,482
1590,A200350,115
1591,A200470,98
1592,A200670,322
1593,A200710,407
1594,A200780,1065
1595,A200880,234
1596,A201490,1692
1597,A203400,1832
1598,A203450,917
1599,A203650,868
1600,A203690,1928
1601,A204020,217
1602,A204270,1497
1603,A204320,589
1604,A204620,1400
1605,A204840,1457
1606,A205100,188
1607,A205470,2
1608,A205500,1518
1609,A206400,1980
1610,A206560,1739
1611,A206640,1419
1612,A206650,545
1613,A207760,615
1614,A207940,1055
1615,A208140,133
1616,A208340,1221
1617,A208370,1784
1618,A208640,1538
1619,A210540,623
1620,A210980,1826
1621,A211050,238
1622,A211270,1943
1623,A212560,32
1624,A213420,323
1625,A213500,973
1626,A214150,776
1627,A214180,909
1628,A214260,458
1629,A214270,544
1630,A214320,1545
1631,A214330,1590
1632,A214370,1715
1633,A214390,636
1634,A214420,913
1635,A214430,178
1636,A214450,356
1637,A214610,1952
1638,A214680,10
1639,A214870,1766
1640,A215000,1619
1641,A215090,1128
1642,A215100,1428
1643,A215200,451
1644,A215360,1473
1645,A215600,1794
1646,A215790,836
1647,A216050,795
1648,A216080,1028
1649,A217190,22
1650,A217270,727
1651,A217330,988
1652,A217500,165
1653,A217620,108
1654,A217730,1591
1655,A217820,1091
1656,A218150,86
1657,A218410,676
1658,A219130,1399
1659,A219420,272
1660,A219550,33
1661,A220100,1527
1662,A220180,334
1663,A220260,557
1664,A221840,1682
1665,A221980,1486
1666,A222040,101
1667,A222080,1118
1668,A222110,1316
1669,A222420,1161
1670,A222800,213
1671,A222810,1423
1672,A222980,702
1673,A223250,1202
1674,A223310,1128
1675,A224110,122
1676,A225190,1802
1677,A225220,1932
1678,A225530,1567
1679,A225570,1579
1680,A226320,775
1681,A226330,243
1682,A226340,556
1683,A226400,1895
1684,A226440,786
1685,A226950,1742
1686,A227100,68
1687,A227840,1112
1688,A227950,1992
1689,A228340,427
1690,A228670,468
1691,A228760,336
1692,A228850,1145
1693,A229000,1601
1694,A229640,1737
1695,A230240,594
1696,A230360,978
1697,A230980,26
1698,A232140,602
1699,A232680,251
1700,A234080,765
1701,A234100,246
1702,A234300,1096
1703,A234340,983
1704,A234690,890
1705,A234920,43
1706,A235980,598
1707,A236200,586
1708,A236810,397
1709,A237690,1411
1710,A237820,1546
1711,A237880,1560
1712,A238090,189
1713,A238120,1736
1714,A238200,1286
1715,A238490,58
1716,A239340,257
1717,A239610,667
1718,A239890,290
1719,A240810,284
1720,A241520,1355
1721,A241560,329
1722,A241590,1708
1723,A241690,1332
1724,A241710,13
1725,A241770,542
1726,A241790,254
1727,A241820,312
1728,A241840,1211
1729,A242040,677
1730,A243070,1154
1731,A243840,692
1732,A244460,1678
1733,A244920,1876
1734,A245620,812
1735,A246690,716
1736,A246710,1429
1737,A246720,1245
1738,A246960,652
1739,A247540,633
1740,A247660,219
1741,A248070,1068
1742,A248170,1637
1743,A249420,860
1744,A250000,1623
1745,A250060,76
1746,A251270,1889
1747,A251370,1478
1748,A251630,99
1749,A251970,212
1750,A252500,607
1751,A252990,401
1752,A253450,551
1753,A253590,497
1754,A253840,1805
1755,A254120,1917
1756,A255220,626
1757,A255440,447
1758,A256150,1385
1759,A256630,977
1760,A256840,900
1761,A256940,1052
1762,A257370,1128
1763,A258610,1967
1764,A258830,1863
1765,A259630,425
1766,A260660,1553
1767,A260930,729
1768,A260970,1745
1769,A261200,1653
1770,A262260,429
1771,A262840,375
1772,A263020,1827
1773,A263050,567
1774,A263540,1128
1775,A263600,1625
1776,A263690,1840
1777,A263700,1675
1778,A263720,608
1779,A263750,808
1780,A263770,190
1781,A263800,611
1782,A263810,59
1783,A263860,80
1784,A263920,664
1785,A264450,837
1786,A264660,1686
1787,A264850,754
1788,A264900,1287
1789,A265520,470
1790,A265560,854
1791,A265740,769
1792,A267250,1151
1793,A267260,907
1794,A267270,1796
1795,A267290,1787
1796,A267320,495
1797,A267790,1485
1798,A267850,1829
1799,A267980,891
1800,A268280,987
1801,A268600,1987
1802,A269620,661
1803,A270520,1946
1804,A270660,1655
1805,A270870,1744
1806,A271560,1669
1807,A271980,1056
1808,A272110,42
1809,A272210,1165
1810,A272290,377
1811,A272450,1700
1812,A272550,1674
1813,A273060,831
1814,A274090,1760
1815,A276730,856
1816,A277070,744
1817,A277410,1309
1818,A277810,433
1819,A277880,1525
1820,A278280,332
1821,A278650,87
1822,A279600,1443
1823,A280360,1016
1824,A281740,1951
1825,A281820,266
1826,A282330,1195
1827,A282690,1616
1828,A282880,348
1829,A284620,1754
1830,A284740,751
1831,A285130,763
1832,A285490,764
1833,A286750,96
1834,A286940,904
1835,A287410,622
1836,A288330,1903
1837,A288620,1449
1838,A289010,746
1839,A289080,513
1840,A289220,1104
1841,A290120,340
1842,A290380,1934
1843,A290520,127
1844,A290550,211
1845,A290650,240
1846,A290670,1531
1847,A290690,1
1848,A290720,641
1849,A290740,1039
1850,A291230,1402
1851,A291650,666
1852,A293480,997
1853,A293490,1698
1854,A293580,1962
1855,A293780,603
1856,A294090,398
1857,A294140,591
1858,A294570,830
1859,A294630,1758
1860,A294870,1225
1861,A297090,1606
1862,A297570,285
1863,A297890,195
1864,A298000,1451
1865,A298020,1685
1866,A298040,1583
1867,A298050,959
1868,A298060,1141
1869,A298380,758
1870,A298540,1588
1871,A298690,1898
1872,A299030,954
1873,A299170,618
1874,A299660,1427
1875,A299900,7
1876,A300080,1630
1877,A300120,606
1878,A300720,870
1879,A301300,1914
1880,A302430,989
1881,A302440,1397
1882,A302550,792
1883,A303030,1825
1884,A303360,1753
1885,A304100,1875
1886,A304840,455
1887,A305090,1731
1888,A306040,1776
1889,A306200,1631
1890,A306620,417
1891,A307180,1780
1892,A307280,873
1893,A307750,1031
1894,A307870,1420
1895,A307930,700
1896,A307950,779
1897,A308100,583
1898,A308170,1089
1899,A309930,51
1900,A310200,1923
1901,A311390,1848
1902,A311690,1909
1903,A312610,1772
1904,A313760,1945
1905,A314130,1315
1906,A314930,843
1907,A316140,1015
1908,A317120,570
1909,A317240,77
1910,A317330,864
1911,A317400,1721
1912,A317530,172
1913,A317690,1767
1914,A317770,828
1915,A317830,1496
1916,A317850,139
1917,A317870,1912
1918,A318000,1993
1919,A318010,463
1920,A318020,1020
1921,A318410,160
1922,A319400,1504
1923,A319660,508
1924,A320000,929
1925,A321260,143
1926,A321550,773
1927,A322000,465
1928,A322180,1561
1929,A322310,477
1930,A322510,3
1931,A322780,1922
1932,A323280,552
1933,A323990,461
1934,A326030,1147
1935,A327260,506
1936,A330350,1171
1937,A330860,296
1938,A331520,823
1939,A332290,15
1940,A332370,735
1941,A332570,97
1942,A333430,149
1943,A333620,287
1944,A334970,153
1945,A335810,587
1946,A335890,1323
1947,A336060,1386
1948,A336260,858
1949,A336370,501
1950,A336570,760
1951,A337930,1371
1952,A338220,134
1953,A339770,1157
1954,A339950,1258
1955,A340440,1887
1956,A340570,146
1957,A340930,1620
1958,A344820,697
1959,A347700,250
1960,A347740,1280
1961,A347770,1095
1962,A347860,1632
1963,A347890,1763
1964,A348030,790
1965,A348150,793
1966,A348210,159
1967,A348350,1224
1968,A351320,1260
1969,A351330,1651
1970,A352480,81
1971,A352700,1142
1972,A352770,1981
1973,A352820,46
1974,A352940,161
1975,A353190,31
1976,A353200,92
1977,A353810,1900
1978,A354200,1084
1979,A355150,1664
1980,A356860,145
1981,A356890,629
1982,A357230,271
1983,A357550,65
1984,A357780,566
1985,A359090,1305
1986,A361390,1769
1987,A361610,277
1988,A363250,36
1989,A363260,1727
1990,A363280,1614
1991,A365590,1196
1992,A368770,1690
1993,A369370,665
1994,A373200,1735
1995,A375500,937
1996,A378850,970
1997,A383220,1060
1998,A383310,679
1999,A383800,1503
